Insee code,Postal code,City Name,Department,Population,Number of Building Permit,Building Score,Building class,GrandParisExpress Score,B/GPE Class,GeoPoint
77122,77380,COMBS-LA-VILLE,SEINE-ET-MARNE,21.4,588,0.2472975206932807,2,-0.9030792520676564,2,"48.657908631,2.57516916269"
91386,91540,MENNECY,ESSONNE,13.3,472,0.649744352222832,2,-0.9033980644572235,2,"48.5586242184,2.43753236038"
93014,93390,CLICHY-SOUS-BOIS,SEINE-SAINT-DENIS,30.0,51,-1.047462641943252,0,0.522272127889883,1,"48.9076285106,2.5462022266"
95500,95000/95300,PONTOISE,VAL-D'OISE,29.8,559,-0.19061991995754837,0,-0.903426602165159,2,"49.0513737853,2.09487928948"
95607,95150,TAVERNY,VAL-D'OISE,26.1,282,-0.5901387952668896,0,-0.8954562226638676,2,"49.0267316203,2.22116067166"
78208,78990,ELANCOURT,YVELINES,27.3,260,-0.6544728111411513,0,-0.900392810799392,2,"48.7781596518,1.96049898519"
75117,75017,PARIS-17E-ARRONDISSEMENT,PARIS,168.5,710,-0.9212020481201216,0,2.1418877405371584,1,"48.8873371665,2.30748555949"
92046,92240,MALAKOFF,HAUTS-DE-SEINE,31.0,361,-0.5479172757821557,0,1.415895764772808,1,"48.8169695977,2.29693599517"
93061,93310,LE PRE-SAINT-GERVAIS,SEINE-SAINT-DENIS,18.1,88,-0.8886415284123852,0,0.3253672501499257,1,"48.8846734877,2.40542232961"
78123,78955,CARRIERES-SOUS-POISSY,YVELINES,15.0,642,1.0169898575958263,2,-0.9032119641412689,0,"48.9455638989,2.02913706544"
93047,93370,MONTFERMEIL,SEINE-SAINT-DENIS,24.7,788,0.4696253421069636,2,0.3135464332250493,2,"48.8982616679,2.56714354796"
94004,94470,BOISSY-SAINT-LEGER,VAL-DE-MARNE,16.2,394,0.08878920938858509,2,-0.8141459124712638,2,"48.7470359922,2.52528049019"
94037,94250,GENTILLY,VAL-DE-MARNE,17.5,719,0.9308811922301369,2,2.5280174773539112,3,"48.8132044389,2.34420659702"
93050,93330,NEUILLY-SUR-MARNE,SEINE-SAINT-DENIS,33.2,2132,2.0927587759898287,1,-0.07528696620027509,0,"48.8624578581,2.54000288785"
77243,77400,LAGNY-SUR-MARNE,SEINE-ET-MARNE,20.2,583,0.31685339587166844,2,-0.9007999506614135,2,"48.8730701858,2.70978081313"
75120,75020,PARIS-20E-ARRONDISSEMENT,PARIS,197.1,730,-0.9468166345136789,0,-0.23626786399206884,2,"48.8631867774,2.40081982673"
94015,94360,BRY-SUR-MARNE,VAL-DE-MARNE,15.3,669,1.063477209026445,1,0.6654385600750635,3,"48.8384095661,2.52319657626"
94059,94420,LE PLESSIS-TREVISE,VAL-DE-MARNE,18.9,645,0.5813443695242347,2,-0.5828548387098702,2,"48.8060154583,2.57619846918"
77108,77500,CHELLES,SEINE-ET-MARNE,52.6,729,-0.4367003473231666,0,-0.017240167813873122,2,"48.883962967,2.59686448583"
78640,78140,VELIZY-VILLACOUBLAY,YVELINES,19.9,695,0.6214098672416277,2,-0.5753736601878795,2,"48.783985823,2.19707485523"
95063,95870,BEZONS,VAL-D'OISE,28.0,2478,3.3125003011222467,3,-0.17841094846355987,0,"48.9259810125,2.21133387765"
95313,95290,L'ISLE-ADAM,VAL-D'OISE,11.6,335,0.31775371817341397,2,-0.9033524921498386,2,"49.1072255924,2.23436241795"
95127,95000/95800,CERGY,VAL-D'OISE,57.2,2753,1.2846840478018748,1,-0.9034866228788371,0,"49.0401131567,2.05082123731"
78517,78120,RAMBOUILLET,YVELINES,26.1,560,-0.05512211676468599,2,-0.9035131142601145,2,"48.6539051954,1.82652871851"
78586,78500,SARTROUVILLE,YVELINES,51.5,1394,0.2267696799596035,2,-0.7545969115989201,2,"48.9396085498,2.17458686513"
92036,92230,GENNEVILLIERS,HAUTS-DE-SEINE,41.4,819,-0.13917346228910754,2,1.1175587481301397,1,"48.9345190548,2.29384987973"
93073,93290,TREMBLAY-EN-FRANCE,SEINE-SAINT-DENIS,35.0,474,-0.45259607903975146,0,0.045980617160971855,2,"48.9784304121,2.55468501543"
94052,94130,NOGENT-SUR-MARNE,VAL-DE-MARNE,31.0,456,-0.3939866744177396,0,1.1656975997746095,1,"48.8366634713,2.48166741533"
92025,92700,COLOMBES,HAUTS-DE-SEINE,84.6,2771,0.5123864321208959,2,0.5455249070634377,3,"48.9225179147,2.24675160629"
78146,78400,CHATOU,YVELINES,29.8,157,-0.8682191154001505,0,-0.6735100553534953,2,"48.8965574645,2.15393458329"
78418,78360,MONTESSON,YVELINES,15.4,316,-0.1021602902417752,2,-0.8284588996580288,2,"48.9172263937,2.1399267913"
93048,93100,MONTREUIL,SEINE-SAINT-DENIS,103.2,2948,0.30201083630977554,2,0.15943399592352872,2,"48.8633175054,2.44816211857"
91549,91700,SAINTE-GENEVIEVE-DES-BOIS,ESSONNE,34.1,524,-0.3609910223714871,0,-0.8738151995094569,2,"48.6412523804,2.33019417891"
92072,92310,SEVRES,HAUTS-DE-SEINE,22.9,153,-0.7972558713079346,0,0.23221673696510686,1,"48.821476509,2.21052297438"
95680,95400,VILLIERS-LE-BEL,VAL-D'OISE,27.0,699,0.16754500821674365,2,-0.7672223558186685,2,"49.0084494157,2.40385604039"
94038,94240,L'HAY-LES-ROSES,VAL-DE-MARNE,29.8,303,-0.6221258542726433,0,1.9444149011760248,1,"48.7763207843,2.33772915609"
94074,94460,VALENTON,VAL-DE-MARNE,12.2,151,-0.5111546006840982,0,-0.47813467127414283,2,"48.752872402,2.46129479573"
92050,92000,NANTERRE,HAUTS-DE-SEINE,90.0,1340,-0.38498490806993185,0,1.1423235502215021,1,"48.8960701282,2.20671346353"
95424,95370,MONTIGNY-LES-CORMEILLES,VAL-D'OISE,18.7,230,-0.515051644059384,0,-0.881547696907042,2,"48.9938035561,2.19351793046"
77288,77000,MELUN,SEINE-ET-MARNE,39.4,2150,1.6081228255044187,1,-0.903513421403037,0,"48.5444723553,2.65795821917"
94041,94200,IVRY-SUR-SEINE,VAL-DE-MARNE,57.3,3772,2.173734740279779,1,0.8865440091331638,0,"48.8128063812,2.38778023612"
77390,77680,ROISSY-EN-BRIE,SEINE-ET-MARNE,22.2,501,0.000714944139392506,2,-0.8933324069405039,2,"48.7900855424,2.66122415764"
75110,75010,PARIS-10E-ARRONDISSEMENT,PARIS,95.9,103,-1.078904836179091,0,0.2672022247384262,1,"48.8760285569,2.36111290456"
78490,78370,PLAISIR,YVELINES,30.7,212,-0.785988581819331,0,-0.9025475949154863,2,"48.8126082296,1.94698515715"
78311,78800,HOUILLES,YVELINES,31.0,537,-0.26274063877417136,0,-0.5164329110905019,2,"48.9265781359,2.1874640255"
75118,75018,PARIS-18E-ARRONDISSEMENT,PARIS,200.6,1289,-0.8100896532887918,0,1.3489966363260413,1,"48.8927350746,2.34871193387"
75107,75007,PARIS-7E-ARRONDISSEMENT,PARIS,57.4,279,-0.8887043862191474,0,0.2952614298424417,1,"48.8560825982,2.31243868773"
78498,78300,POISSY,YVELINES,37.8,927,0.09897705643886522,2,-0.9028832259761541,2,"48.9235359371,2.02715552772"
78124,78420,CARRIERES-SUR-SEINE,YVELINES,15.2,188,-0.5115879347890502,0,-0.40946455894619077,2,"48.9119335064,2.17838235323"
93059,93380,PIERREFITTE-SUR-SEINE,SEINE-SAINT-DENIS,28.3,412,-0.4015901885945092,0,-0.11558963327680025,2,"48.9609833355,2.36328125445"
93051,93160,NOISY-LE-GRAND,SEINE-SAINT-DENIS,63.4,3972,2.0140470790909792,1,0.009109661380928287,0,"48.8361825401,2.56443736814"
94016,94230,CACHAN,VAL-DE-MARNE,27.8,391,-0.42638145023465535,0,2.62703332360437,1,"48.7916121646,2.33153313164"
92014,92340,BOURG-LA-REINE,HAUTS-DE-SEINE,19.8,341,-0.26778156966215777,0,1.1684787002801729,1,"48.7799073627,2.31643010763"
93062,93340,LE RAINCY,SEINE-SAINT-DENIS,13.8,307,-0.015418425649584434,2,0.1999990353098362,2,"48.8967447585,2.51973664021"
75108,75008,PARIS-8E-ARRONDISSEMENT,PARIS,40.3,103,-1.0044742411424241,0,0.9520573771254989,1,"48.8725272666,2.31258256042"
77083,77420,CHAMPS-SUR-MARNE,SEINE-ET-MARNE,24.3,1537,2.0442448454704905,1,0.015510341334994541,0,"48.8483311726,2.59610325483"
93030,93440,DUGNY,SEINE-SAINT-DENIS,10.5,1139,4.3159040815788785,3,1.1858902391601363,0,"48.9503408732,2.4238637503"
78015,78570,ANDRESY,YVELINES,12.2,476,0.8269394747475041,2,-0.903302055149192,2,"48.9815454378,2.05025746939"
77333,77140,NEMOURS,SEINE-ET-MARNE,12.7,119,-0.6621946671692326,0,-0.9035136627947511,2,"48.2596067909,2.71107993087"
92048,92190/92360,MEUDON,HAUTS-DE-SEINE,44.7,1760,0.8448818273179508,2,0.011538284408545629,0,"48.8037275796,2.22696287829"
75119,75019,PARIS-19E-ARRONDISSEMENT,PARIS,184.8,1429,-0.744441013150219,0,0.46769389783719567,1,"48.886868623,2.38469432787"
78073,78390,BOIS-D'ARCY,YVELINES,13.6,851,2.0102140287201804,1,-0.8607697974091324,0,"48.8044185716,2.01911294303"
78172,78700,CONFLANS-SAINTE-HONORINE,YVELINES,35.3,540,-0.36446284378485433,0,-0.9026896531742568,2,"49.0001007823,2.0990719052"
92062,92800,PUTEAUX,HAUTS-DE-SEINE,44.9,780,-0.260261437265175,0,1.464150527520226,1,"48.8837094969,2.23834178314"
92026,92400,COURBEVOIE,HAUTS-DE-SEINE,86.9,2147,0.10815648625360409,2,1.4073969127510435,1,"48.8984504771,2.25570587289"
93063,93230,ROMAINVILLE,SEINE-SAINT-DENIS,25.8,2187,3.1250138577723785,3,0.6383590190867824,0,"48.8852118968,2.43767884231"
92073,92150,SURESNES,HAUTS-DE-SEINE,46.1,1760,0.7848206253578808,2,1.119158779102513,3,"48.8698479132,2.21965517625"
95582,95110,SANNOIS,VAL-D'OISE,25.9,655,0.13744147329438933,2,-0.6893061304881104,2,"48.9717773111,2.25299514112"
93005,93600,AULNAY-SOUS-BOIS,SEINE-SAINT-DENIS,82.5,1073,-0.4795593355833665,0,1.3408528077663096,1,"48.9458384367,2.49329041687"
93027,93120,LA COURNEUVE,SEINE-SAINT-DENIS,37.7,255,-0.7931017207169764,0,1.7100806522121366,1,"48.9322569546,2.39978064801"
91182,91080,COURCOURONNES,ESSONNE,14.0,4,-1.1185021954329692,0,-0.8988844431598134,2,"48.6216349774,2.41288009058"
77407,77310,SAINT-FARGEAU-PONTHIERRY,SEINE-ET-MARNE,12.2,123,-0.6264365415976542,0,-0.9035080249552456,2,"48.5390914714,2.52499710746"
91377,91300,MASSY,ESSONNE,40.5,2561,2.043418059870918,1,0.4996109518547602,0,"48.7277896426,2.27513131903"
92040,92130,ISSY-LES-MOULINEAUX,HAUTS-DE-SEINE,64.0,1954,0.40073069448828225,2,1.4776876648134918,3,"48.82347434,2.26449823277"
94042,94340,JOINVILLE-LE-PONT,VAL-DE-MARNE,17.6,163,-0.6676554705254344,0,0.9124037276619305,1,"48.8193683216,2.47044977809"
77058,77600,BUSSY-SAINT-GEORGES,SEINE-ET-MARNE,22.2,1538,2.347043468186584,1,-0.9024241997643556,0,"48.8308269318,2.7225014237"
75111,75011,PARIS-11E-ARRONDISSEMENT,PARIS,152.7,214,-1.0624592719467956,0,-0.13481422202836285,2,"48.8594154976,2.37874106024"
92051,92200,NEUILLY-SUR-SEINE,HAUTS-DE-SEINE,60.5,112,-1.039865873653847,0,0.881273003352115,1,"48.8853719688,2.26642584746"
77487,77000,VAUX-LE-PENIL,SEINE-ET-MARNE,11.2,77,-0.7875224549574921,0,-0.9035136305091834,2,"48.5245871061,2.69727154378"
78686,78220,VIROFLAY,YVELINES,15.9,452,0.2950680473928341,2,-0.506010958363025,2,"48.802404069,2.17151291149"
91223,91150,ETAMPES,ESSONNE,22.2,713,0.4803886741277357,2,-0.9035133881125493,2,"48.4211282308,2.13838881712"
94028,94000,CRETEIL,VAL-DE-MARNE,89.4,1059,-0.5378474189732725,0,0.7516058507670197,1,"48.7837401836,2.45463530415"
95197,95170,DEUIL-LA-BARRE,VAL-D'OISE,21.7,437,-0.12130966941961654,2,-0.48255091311027803,2,"48.9712690171,2.32616290144"
91201,91210,DRAVEIL,ESSONNE,28.6,339,-0.5374701917647192,0,-0.8497866662309723,2,"48.6778413772,2.42197801862"
95018,95100,ARGENTEUIL,VAL-D'OISE,102.8,1305,-0.49520642886022587,0,-0.47010295343898895,2,"48.9511344629,2.2410409502"
91432,91420,MORANGIS,ESSONNE,11.9,417,0.6273066166621482,2,-0.34726697143495106,2,"48.702703885,2.33614296581"
95252,95130,FRANCONVILLE,VAL-D'OISE,33.3,1184,0.6531015739189803,2,-0.8482553331967108,2,"48.9884161105,2.2238932062"
78642,78480,VERNEUIL-SUR-SEINE,YVELINES,15.2,331,-0.03902953372582141,2,-0.9035081473702739,2,"48.9872093367,1.96276532174"
78158,78150,LE CHESNAY,YVELINES,29.2,383,-0.47401510021739024,0,-0.536480353052206,2,"48.8272397742,2.13014908209"
77014,77210,AVON,SEINE-ET-MARNE,13.9,308,-0.019843788036796057,2,-0.9035136627342268,2,"48.4129699101,2.73351873997"
92004,92600,ASNIERES-SUR-SEINE,HAUTS-DE-SEINE,81.6,4632,1.718436869932283,1,2.152856223269117,3,"48.9153530123,2.2880384663"
94017,94500,CHAMPIGNY-SUR-MARNE,VAL-DE-MARNE,75.1,3203,1.0094453134247616,2,0.9827550918069382,3,"48.817254364,2.51709815257"
93049,93360,NEUILLY-PLAISANCE,SEINE-SAINT-DENIS,20.3,740,0.6981904220286214,2,0.5745999882556664,3,"48.8643287852,2.51040249898"
91421,91230,MONTGERON,ESSONNE,22.9,295,-0.4857860960238862,0,-0.8685598476613388,2,"48.6951531801,2.46249881778"
93031,93800,EPINAY-SUR-SEINE,SEINE-SAINT-DENIS,53.8,687,-0.4914409378230495,0,-0.024681630528782722,2,"48.9550132062,2.31453043231"
78126,78170,LA CELLE-SAINT-CLOUD,YVELINES,20.8,119,-0.8454801254874963,0,-0.7173073486131276,2,"48.8469487124,2.13519126228"
92063,92500,RUEIL-MALMAISON,HAUTS-DE-SEINE,79.1,4277,1.58312185366511,1,-0.046266340801547505,0,"48.8691897371,2.1773406315"
93006,93170,BAGNOLET,SEINE-SAINT-DENIS,33.8,929,0.2477280921489024,2,-0.09411270052881122,2,"48.8690836308,2.42274096688"
94043,94270,LE KREMLIN-BICETRE,VAL-DE-MARNE,26.4,116,-0.91214609366145,0,2.752581707539292,1,"48.809220102,2.35657965243"
91103,91220,BRETIGNY-SUR-ORGE,ESSONNE,22.7,329,-0.40485071756409746,0,-0.8991300108930965,2,"48.6025113399,2.3021623232"
75112,75012,PARIS-12E-ARRONDISSEMENT,PARIS,142.9,442,-0.977488642300225,0,-0.2040709046921884,2,"48.8351562307,2.41980703497"
78005,78260,ACHERES,YVELINES,19.5,453,0.03402767298377975,2,-0.9019406624280996,2,"48.9717990892,2.09003871824"
91345,91160,LONGJUMEAU,ESSONNE,21.3,493,0.029746571121596926,2,-0.5461260961103926,2,"48.6900488045,2.30247056719"
93064,93110,ROSNY-SOUS-BOIS,SEINE-SAINT-DENIS,40.9,1830,1.1146005371832182,1,1.5967259936054106,3,"48.8745763768,2.4863404591"
94018,94220,CHARENTON-LE-PONT,VAL-DE-MARNE,28.8,83,-0.9880935891233926,0,0.086299415535738,1,"48.8228084978,2.40760915477"
95176,95240,CORMEILLES-EN-PARISIS,VAL-D'OISE,22.6,1165,1.456435445166205,1,-0.820611922891888,0,"48.9682249677,2.19921349468"
91521,91130,RIS-ORANGIS,ESSONNE,27.3,103,-0.9433412015641872,0,-0.8868246241566469,2,"48.6451939168,2.40793631766"
94054,94310,ORLY,VAL-DE-MARNE,20.9,271,-0.48154613252173073,0,0.4446621482919731,1,"48.7429320073,2.39468296999"
91477,91120,PALAISEAU,ESSONNE,30.3,763,0.13201377150016325,2,-0.21625636448671887,2,"48.7146765876,2.22881488083"
95019,95400,ARNOUVILLE,VAL-D'OISE,13.3,7,-1.106416785017693,0,-0.44719883975462527,2,"48.9858270233,2.41714370822"
94021,94550,CHEVILLY-LARUE,VAL-DE-MARNE,18.7,745,0.8682874947439903,2,2.394752735688742,3,"48.766848001,2.35306611234"
91114,91800,BRUNOY,ESSONNE,25.3,102,-0.9303453726196133,0,-0.8896765107249491,2,"48.6964396294,2.50394753271"
75101,75001,PARIS-1ER-ARRONDISSEMENT,PARIS,17.6,13,-1.0957519238650497,0,0.3096375478095119,1,"48.8626304852,2.33629344655"
78423,78180,MONTIGNY-LE-BRETONNEUX,YVELINES,33.7,236,-0.7810946540137083,0,-0.7764537403462559,2,"48.779658781,2.02952194549"
94076,94800,VILLEJUIF,VAL-DE-MARNE,55.3,3042,1.6302497881304394,1,3.1544074220510154,3,"48.7928547268,2.36006103249"
91161,91380,CHILLY-MAZARIN,ESSONNE,18.4,398,-0.04635708434948964,2,-0.1422998712193117,2,"48.7077663127,2.3111122334"
78621,78190,TRAPPES,YVELINES,28.6,702,0.10006423429531341,2,-0.8840623849160966,2,"48.7750019561,1.99344014312"
78335,78520,LIMAY,YVELINES,16.2,432,0.206612687226026,2,-0.9035136624425132,2,"48.9946438183,1.7398704848"
92049,92120,MONTROUGE,HAUTS-DE-SEINE,48.4,333,-0.7872630170703846,0,1.7622388899363883,1,"48.8153032159,2.31648921432"
93053,93130,NOISY-LE-SEC,SEINE-SAINT-DENIS,39.3,1686,1.0220512320888573,2,1.6041348484323925,3,"48.891322463,2.45913647372"
75109,75009,PARIS-9E-ARRONDISSEMENT,PARIS,60.3,58,-1.084539535753137,0,0.7965405007643824,1,"48.8768961624,2.33746024139"
91312,91430,IGNY,ESSONNE,10.1,147,-0.4017835238176411,0,-0.2898397407093781,2,"48.7362250613,2.22442021749"
95572,95310,SAINT-OUEN-L'AUMONE,VAL-D'OISE,23.5,278,-0.5386435642802724,0,-0.9031562941757645,2,"49.0441683455,2.12861303743"
78481,78230,LE PECQ,YVELINES,16.4,58,-0.9552109846877356,0,-0.8780924515666881,2,"48.8936170481,2.10503635898"
93010,93140,BONDY,SEINE-SAINT-DENIS,53.4,825,-0.3568285386255491,0,1.8714512226570117,1,"48.9023234526,2.4837276939"
93029,93700,DRANCY,SEINE-SAINT-DENIS,66.7,1205,-0.22540026858615766,0,1.8946437636913886,1,"48.9234246259,2.44492688692"
91434,91390,MORSANG-SUR-ORGE,ESSONNE,20.9,99,-0.894922105261859,0,-0.8430376938702996,2,"48.6562855194,2.35088739655"
92064,92210,SAINT-CLOUD,HAUTS-DE-SEINE,29.7,283,-0.654231204899721,0,0.8656789166333851,1,"48.8428741034,2.20864570316"
75113,75013,PARIS-13E-ARRONDISSEMENT,PARIS,182.0,1746,-0.6509769044486229,0,1.3054781352924558,1,"48.8287176845,2.36246822852"
95210,95880,ENGHIEN-LES-BAINS,VAL-D'OISE,11.9,38,-0.9724553363243903,0,-0.49275770104245353,2,"48.97016048,2.30485955429"
78358,78600,MAISONS-LAFFITTE,YVELINES,22.7,605,0.2058750598548403,2,-0.8642385491269898,2,"48.9523369002,2.15161594901"
94011,94380,BONNEUIL-SUR-MARNE,VAL-DE-MARNE,16.6,267,-0.32493756958650133,0,-0.31304410870706123,2,"48.7733620104,2.48799310463"
78545,78210,SAINT-CYR-L'ECOLE,YVELINES,17.5,1177,2.245471701989432,1,-0.6496048060037406,0,"48.8065759294,2.0659250703"
94077,94290,VILLENEUVE-LE-ROI,VAL-DE-MARNE,18.5,110,-0.8341888411337094,0,-0.30116307218942895,2,"48.7320914576,2.41037420069"
95199,95330,DOMONT,VAL-D'OISE,14.6,257,-0.24866820538558565,0,-0.8811159370551659,2,"49.0296655684,2.32290103729"
92075,92170,VANVES,HAUTS-DE-SEINE,26.5,795,0.3740460134571354,2,1.0849119456175644,3,"48.8215227089,2.28739490768"
91687,91170,VIRY-CHATILLON,ESSONNE,31.6,319,-0.6257851088855733,0,-0.7989391623409384,2,"48.6696168935,2.37374357641"
95427,95360,MONTMAGNY,VAL-D'OISE,14.2,113,-0.7331361114467333,0,-0.4222304474513195,2,"48.9699195841,2.3460753179"
78361,78200,MANTES-LA-JOLIE,YVELINES,43.1,414,-0.6503660073367155,0,-0.9035136627598893,2,"48.9981665392,1.69337806821"
94022,94600,CHOISY-LE-ROI,VAL-DE-MARNE,39.4,214,-0.8600308488201356,0,0.4937439812129968,1,"48.764315118,2.41742518222"
75102,75002,PARIS-2E-ARRONDISSEMENT,PARIS,22.4,8,-1.114914339231631,0,0.3168182897947663,1,"48.8679033789,2.34410716666"
94019,94430,CHENNEVIERES-SUR-MARNE,VAL-DE-MARNE,18.1,386,-0.06165060874206044,2,-0.360233644337782,2,"48.7976502878,2.54157630073"
93032,93220,GAGNY,SEINE-SAINT-DENIS,38.8,2039,1.5068099948944955,1,0.008324705381957485,0,"48.8820763119,2.5449484757"
77258,77185,LOGNES,SEINE-ET-MARNE,14.8,264,-0.236859285938283,0,-0.7827699448583114,2,"48.8332806021,2.63346363172"
77379,77160,PROVINS,SEINE-ET-MARNE,12.3,174,-0.4222830850681738,0,-0.9035136627948194,2,"48.5633093312,3.28756780085"
94033,94120,FONTENAY-SOUS-BOIS,VAL-DE-MARNE,53.3,755,-0.4213406700366324,0,0.9020971056151538,1,"48.8511046382,2.47395409774"
94044,94450,LIMEIL-BREVANNES,VAL-DE-MARNE,19.1,31,-1.0513285125880945,0,-0.7323467601401309,2,"48.7450357782,2.48936184357"
77445,77176,SAVIGNY-LE-TEMPLE,SEINE-ET-MARNE,28.1,537,-0.17294248034288187,0,-0.903496865241543,2,"48.5884785769,2.57373861268"
91272,91190,GIF-SUR-YVETTE,ESSONNE,20.8,560,0.21949230909377096,2,-0.6475127284327502,2,"48.6988273634,2.12788365005"
78688,78960,VOISINS-LE-BRETONNEUX,YVELINES,11.9,368,0.42047710730139176,2,-0.48065892083831463,2,"48.758677648,2.04850691768"
92020,92320,CHATILLON,HAUTS-DE-SEINE,32.4,412,-0.4941266348119876,0,1.0920484107972102,1,"48.8034091756,2.28799131883"
95306,95220,HERBLAY,VAL-D'OISE,25.8,440,-0.2762181481869773,0,-0.8987011749793508,2,"49.0007002763,2.14967680776"
78372,78160,MARLY-LE-ROI,YVELINES,16.6,366,-0.025373155326376493,2,-0.8613943255624144,2,"48.865007453,2.09125004298"
